symbol,side,entry_price,exit_price,quantity,stop,target,risk_usdt,gross_pnl,fee_usdt,pnl,result,close_reason,opened_at,closed_at,balance_after
BTCUSDT,SHORT,36619.6,36394.899999999994,0.4035680672670176,36731.95,36394.899999999994,45.34087235744999,90.68174471,29.46632065,61.21542407,WIN,TAKE_PROFIT,2026-07-26T11:15:31.860816+00:00,2026-07-26T11:15:31.869623+00:00,9129.38989556
ETHUSDT,LONG,2050.7,2036.6460714285713,3.247985020402015,2036.6460714285713,2078.807857142857,45.64694947779999,-45.64694948,13.27563881,-58.92258829,LOSS,STOP_LOSS,2026-07-26T11:15:31.873085+00:00,2026-07-26T11:15:31.882916+00:00,9070.46730727
SOLUSDT,SHORT,55.269,57.04071428571429,25.59799675491449,57.04071428571429,51.72557142857142,45.352336536349995,-45.35233654,2.8749037,-48.22724024,LOSS,STOP_LOSS,2026-07-26T11:15:31.886308+00:00,2026-07-26T11:15:31.895191+00:00,9022.24006703
BTCUSDT,LONG,36404.7,36256.46785714285,0.3043280591215982,36256.46785714285,36701.16428571429,45.111200335149995,-45.11120034,22.11283219,-67.22403252,LOSS,STOP_LOSS,2026-07-26T11:15:31.898751+00:00,2026-07-26T11:15:31.908350+00:00,8955.01603451
ETHUSDT,SHORT,2041.0,2048.7635714285716,5.767330227396188,2048.7635714285716,2025.472857142857,44.77508017255,-44.77508017,23.58701707,-68.36209724,LOSS,STOP_LOSS,2026-07-26T11:15:31.911856+00:00,2026-07-26T11:15:31.920535+00:00,8886.65393727
SOLUSDT,LONG,56.73,59.82321428571428,28.729512786463477,55.183392857142856,59.82321428571428,44.433269686349995,88.86653937,3.34851706,85.51802231,WIN,TAKE_PROFIT,2026-07-26T11:15:31.923926+00:00,2026-07-26T11:15:31.932606+00:00,8972.17195958
BTCUSDT,SHORT,36323.2,36492.93571428571,0.2642982944790621,36492.93571428571,35983.72857142857,44.86085979789999,-44.8608598,19.24518048,-64.10604028,LOSS,STOP_LOSS,2026-07-26T11:15:31.936019+00:00,2026-07-26T11:15:31.944895+00:00,8908.0659193
ETHUSDT,LONG,2048.68,2064.912142857143,5.487917398028504,2040.5639285714283,2064.912142857143,44.540329596499994,89.08065919,22.57505389,66.5056053,WIN,TAKE_PROFIT,2026-07-26T11:15:31.948395+00:00,2026-07-26T11:15:31.960111+00:00,8974.5715246
SOLUSDT,SHORT,59.607,61.088142857142856,30.296103719232228,61.088142857142856,56.64471428571428,44.872857623,-44.87285762,3.65659257,-48.52945019,LOSS,STOP_LOSS,2026-07-26T11:15:31.965017+00:00,2026-07-26T11:15:31.980106+00:00,8926.04207441
BTCUSDT,LONG,36492.0,36309.31071428571,0.2442957188077719,36309.31071428571,36857.37857142857,44.630210372049994,-44.63021037,17.78504853,-62.4152589,LOSS,STOP_LOSS,2026-07-26T11:15:31.985538+00:00,2026-07-26T11:15:31.996185+00:00,8863.62681551
ETHUSDT,SHORT,2052.29,2063.0792857142856,4.107605938998324,2063.0792857142856,2030.7114285714283,44.31813407754999,-44.31813408,16.90431532,-61.2224494,LOSS,STOP_LOSS,2026-07-26T11:15:31.999950+00:00,2026-07-26T11:15:32.009251+00:00,8802.40436611
SOLUSDT,LONG,61.664,60.11053571428572,28.331531168940362,60.11053571428572,64.77092857142857,44.01202183054999,-44.01202183,3.45005905,-47.46208088,LOSS,STOP_LOSS,2026-07-26T11:15:32.013029+00:00,2026-07-26T11:15:32.021425+00:00,8754.94228523
BTCUSDT,SHORT,36271.7,35826.15714285714,0.1965005643087394,36494.47142857143,35826.15714285714,43.77471142615,87.54942285,14.16726961,73.38215324,WIN,TAKE_PROFIT,2026-07-26T11:15:32.025065+00:00,2026-07-26T11:15:32.033807+00:00,8828.32443847
ETHUSDT,LONG,2064.6,2056.455,5.419474793413187,2056.455,2080.89,44.14162219235,-44.14162219,22.33395369,-66.47557589,LOSS,STOP_LOSS,2026-07-26T11:15:32.037638+00:00,2026-07-26T11:15:32.047072+00:00,8761.84886258
SOLUSDT,SHORT,60.048,56.736428571428576,26.458281367525117,61.703785714285715,56.736428571428576,43.8092443129,87.61848863,3.08991527,84.52857336,WIN,TAKE_PROFIT,2026-07-26T11:15:32.050658+00:00,2026-07-26T11:15:32.060311+00:00,8846.37743594
BTCUSDT,LONG,36206.9,35921.42857142857,0.15494330693984834,35921.42857142857,36777.84285714286,44.231887179699996,-44.23188718,11.17580175,-55.40768893,LOSS,STOP_LOSS,2026-07-26T11:15:32.064015+00:00,2026-07-26T11:15:32.075977+00:00,8790.96974701
ETHUSDT,SHORT,2057.97,2041.3971428571429,5.304438257828672,2066.2564285714284,2041.3971428571429,43.95484873505,87.90969747,21.74483991,66.16485756,WIN,TAKE_PROFIT,2026-07-26T11:15:32.080603+00:00,2026-07-26T11:15:32.089241+00:00,8857.13460457
SOLUSDT,LONG,56.907,55.89267857142857,43.66039381147848,55.89267857142857,58.93564285714285,44.28567302285,-44.28567302,4.92487839,-49.21055141,LOSS,STOP_LOSS,2026-07-26T11:15:32.093076+00:00,2026-07-26T11:15:32.104146+00:00,8807.92405316
